Order_ID,Order_Date,Customer_ID,Product,Region,Quantity,Unit_Price,Discount,Payment_Method,Category,Revenue,Month
10056,2025-01-16,1009,Laptop,East,5,10000,0.1,UPI,Electronics,45000.0,2025-01
10057,2025-11-29,1090,Mouse,West,2,1000,0.1,Credit Card,Accessories,1800.0,2025-11
10058,2025-07-14,1053,Smartwatch,West,4,1500,0.2,Net Banking,Wearables,4800.0,2025-07
10059,2025-01-09,1130,Mouse,East,1,25000,0.15,Debit Card,Accessories,21250.0,2025-01
10060,2025-11-12,1084,Headphones,South,4,10000,0.1,Debit Card,Accessories,36000.0,2025-11
10061,2025-11-30,1092,Mouse,North,5,50000,0.0,UPI,Accessories,250000.0,2025-11
10062,2025-11-29,1111,Laptop,North,4,5000,0.15,Net Banking,Electronics,17000.0,2025-11
10063,2025-11-23,1188,Smartphone,South,4,25000,0.15,Net Banking,Electronics,85000.0,2025-11
10064,2025-01-15,1199,Tablet,West,4,10000,0.1,Debit Card,Electronics,36000.0,2025-01
10065,2025-11-23,1172,Headphones,West,5,25000,0.15,Net Banking,Accessories,106250.0,2025-11
10066,2025-04-12,1008,Smartwatch,West,4,1500,0.1,Net Banking,Wearables,5400.0,2025-04
10067,2025-08-14,1175,Smartphone,West,2,50000,0.05,Net Banking,Electronics,95000.0,2025-08
10068,2025-10-05,1035,Headphones,South,5,5000,0.2,UPI,Accessories,20000.0,2025-10
10069,2025-04-23,1081,Monitor,West,4,10000,0.05,Net Banking,Electronics,38000.0,2025-04
10070,2025-01-01,1164,Keyboard,East,5,500,0.1,Credit Card,Accessories,2250.0,2025-01
10071,2025-09-23,1050,Monitor,West,3,5000,0.1,UPI,Electronics,13500.0,2025-09
10072,2025-07-27,1104,Mouse,North,2,500,0.05,Net Banking,Accessories,950.0,2025-07
10073,2025-04-20,1132,Smartphone,West,4,25000,0.0,Net Banking,Electronics,100000.0,2025-04
10074,2025-07-19,1002,Mouse,South,3,1000,0.0,Credit Card,Accessories,3000.0,2025-07
10075,2025-11-02,1134,Keyboard,North,3,5000,0.0,UPI,Accessories,15000.0,2025-11
10076,2025-01-12,1054,Headphones,South,5,25000,0.1,Debit Card,Accessories,112500.0,2025-01
10077,2025-12-11,1106,Keyboard,South,3,500,0.15,Debit Card,Accessories,1275.0,2025-12
10078,2025-07-07,1004,Laptop,North,2,1500,0.1,UPI,Electronics,2700.0,2025-07
10079,2025-06-03,1054,Keyboard,South,2,1500,0.15,Net Banking,Accessories,2550.0,2025-06
10080,2025-11-30,1191,Laptop,South,1,1000,0.05,Net Banking,Electronics,950.0,2025-11
10081,2025-10-06,1146,Keyboard,West,2,5000,0.2,Debit Card,Accessories,8000.0,2025-10
10082,2025-06-20,1044,Tablet,East,3,5000,0.15,Debit Card,Electronics,12750.0,2025-06
10083,2025-05-14,1162,Laptop,South,2,5000,0.0,Debit Card,Electronics,10000.0,2025-05
10084,2025-01-25,1190,Smartphone,South,5,25000,0.1,Credit Card,Electronics,112500.0,2025-01
10085,2025-01-18,1014,Mouse,South,1,50000,0.05,Debit Card,Accessories,47500.0,2025-01
10086,2025-07-09,1095,Smartwatch,West,3,50000,0.0,Credit Card,Wearables,150000.0,2025-07
10087,2025-05-21,1048,Mouse,East,1,1000,0.05,UPI,Accessories,950.0,2025-05
10088,2025-02-12,1015,Monitor,North,3,5000,0.2,Net Banking,Electronics,12000.0,2025-02
10089,2025-11-30,1200,Mouse,West,5,25000,0.1,Debit Card,Accessories,112500.0,2025-11
10090,2025-10-11,1190,Headphones,West,1,1500,0.1,Net Banking,Accessories,1350.0,2025-10
10091,2025-05-26,1040,Tablet,East,4,500,0.2,Net Banking,Electronics,1600.0,2025-05
10092,2025-11-11,1082,Keyboard,East,3,25000,0.1,Debit Card,Accessories,67500.0,2025-11
10093,2025-11-15,1111,Monitor,West,4,50000,0.15,Debit Card,Electronics,170000.0,2025-11
10094,2025-04-02,1053,Headphones,North,1,50000,0.05,UPI,Accessories,47500.0,2025-04
10095,2025-06-28,1024,Headphones,West,4,1500,0.0,Credit Card,Accessories,6000.0,2025-06
10096,2025-02-25,1154,Laptop,East,4,1500,0.2,Credit Card,Electronics,4800.0,2025-02
10097,2025-06-04,1188,Mouse,North,1,500,0.15,Net Banking,Accessories,425.0,2025-06
10098,2025-06-09,1124,Smartphone,East,5,1500,0.0,Debit Card,Electronics,7500.0,2025-06
10099,2025-04-21,1041,Smartwatch,North,4,1000,0.0,UPI,Wearables,4000.0,2025-04
10100,2025-05-17,1157,Smartphone,South,4,500,0.2,UPI,Electronics,1600.0,2025-05
10101,2025-08-20,1015,Monitor,East,5,1500,0.15,UPI,Electronics,6375.0,2025-08
10102,2025-08-08,1045,Tablet,East,4,10000,0.0,UPI,Electronics,40000.0,2025-08
10103,2025-03-09,1065,Smartphone,West,4,25000,0.0,UPI,Electronics,100000.0,2025-03
10104,2025-10-29,1089,Keyboard,East,4,1500,0.15,Credit Card,Accessories,5100.0,2025-10
10105,2025-09-06,1071,Smartphone,East,2,1000,0.1,Credit Card,Electronics,1800.0,2025-09
10106,2025-11-19,1009,Monitor,South,5,5000,0.0,Credit Card,Electronics,25000.0,2025-11
10107,2025-01-06,1088,Smartwatch,East,4,1500,0.05,Debit Card,Wearables,5700.0,2025-01
10108,2025-10-07,1129,Smartphone,South,5,50000,0.15,Net Banking,Electronics,212500.0,2025-10
10109,2025-04-04,1136,Keyboard,South,3,50000,0.0,UPI,Accessories,150000.0,2025-04
10110,2025-09-26,1063,Laptop,South,3,50000,0.2,Debit Card,Electronics,120000.0,2025-09
10111,2025-07-16,1139,Tablet,South,4,5000,0.05,UPI,Electronics,19000.0,2025-07
10112,2025-01-25,1081,Monitor,North,5,50000,0.0,Credit Card,Electronics,250000.0,2025-01
10113,2025-05-28,1136,Laptop,West,5,10000,0.05,Debit Card,Electronics,47500.0,2025-05
10114,2025-04-28,1163,Laptop,North,5,1500,0.05,Credit Card,Electronics,7125.0,2025-04
10115,2025-12-04,1163,Laptop,East,2,50000,0.1,UPI,Electronics,90000.0,2025-12
10116,2025-12-04,1033,Headphones,North,3,500,0.05,UPI,Accessories,1425.0,2025-12
10117,2025-03-07,1123,Tablet,North,5,5000,0.1,Net Banking,Electronics,22500.0,2025-03
10118,2025-10-28,1005,Smartwatch,East,5,10000,0.15,UPI,Wearables,42500.0,2025-10
10119,2025-06-24,1041,Mouse,East,2,500,0.1,Credit Card,Accessories,900.0,2025-06
10120,2025-11-15,1028,Tablet,East,2,500,0.2,UPI,Electronics,800.0,2025-11
10121,2025-03-17,1135,Headphones,North,5,500,0.0,Net Banking,Accessories,2500.0,2025-03
10122,2025-04-24,1072,Mouse,North,1,500,0.15,Net Banking,Accessories,425.0,2025-04
10123,2025-04-21,1012,Tablet,East,5,1500,0.15,Credit Card,Electronics,6375.0,2025-04
10124,2025-09-06,1162,Laptop,West,5,50000,0.2,Debit Card,Electronics,200000.0,2025-09
10125,2025-07-22,1033,Monitor,West,2,25000,0.1,UPI,Electronics,45000.0,2025-07
10126,2025-05-27,1048,Mouse,South,2,1500,0.0,Net Banking,Accessories,3000.0,2025-05
10127,2025-02-04,1151,Keyboard,East,5,1500,0.1,UPI,Accessories,6750.0,2025-02
10128,2025-11-05,1062,Keyboard,South,5,10000,0.05,UPI,Accessories,47500.0,2025-11
10129,2025-01-26,1037,Smartphone,West,5,10000,0.1,Debit Card,Electronics,45000.0,2025-01
10130,2025-08-26,1099,Mouse,South,2,50000,0.15,Net Banking,Accessories,85000.0,2025-08
10131,2025-01-14,1172,Monitor,East,5,25000,0.0,UPI,Electronics,125000.0,2025-01
10132,2025-02-14,1104,Smartwatch,East,5,10000,0.1,Net Banking,Wearables,45000.0,2025-02
10133,2025-08-04,1035,Headphones,East,4,50000,0.0,Credit Card,Accessories,200000.0,2025-08
10134,2025-08-21,1193,Laptop,North,1,50000,0.0,Credit Card,Electronics,50000.0,2025-08
10135,2025-07-12,1101,Smartphone,South,3,1000,0.05,UPI,Electronics,2850.0,2025-07
10136,2025-02-20,1175,Keyboard,West,1,25000,0.05,Net Banking,Accessories,23750.0,2025-02
10137,2025-08-02,1131,Headphones,West,4,10000,0.15,UPI,Accessories,34000.0,2025-08
10138,2025-05-31,1001,Headphones,West,3,25000,0.2,Net Banking,Accessories,60000.0,2025-05
10139,2025-10-02,1005,Laptop,North,5,1500,0.0,Net Banking,Electronics,7500.0,2025-10
10140,2025-12-04,1142,Smartwatch,North,4,1500,0.2,Debit Card,Wearables,4800.0,2025-12
10141,2025-03-17,1103,Smartwatch,East,5,25000,0.15,Debit Card,Wearables,106250.0,2025-03
10142,2025-08-08,1027,Mouse,West,2,1000,0.0,Debit Card,Accessories,2000.0,2025-08
10143,2025-12-14,1137,Keyboard,North,4,1000,0.0,UPI,Accessories,4000.0,2025-12
10144,2025-07-06,1015,Smartwatch,East,2,25000,0.2,Debit Card,Wearables,40000.0,2025-07
10145,2025-10-16,1090,Monitor,West,4,10000,0.1,Debit Card,Electronics,36000.0,2025-10
10146,2025-01-28,1042,Smartwatch,South,4,5000,0.05,Credit Card,Wearables,19000.0,2025-01
10147,2025-06-29,1124,Headphones,East,2,1000,0.1,Net Banking,Accessories,1800.0,2025-06
10148,2025-09-10,1179,Laptop,North,3,500,0.2,Net Banking,Electronics,1200.0,2025-09
10149,2025-05-06,1063,Monitor,North,1,1500,0.05,Debit Card,Electronics,1425.0,2025-05
10150,2025-06-26,1096,Mouse,East,5,25000,0.1,Net Banking,Accessories,112500.0,2025-06
10151,2025-02-06,1052,Keyboard,East,4,500,0.05,Credit Card,Accessories,1900.0,2025-02
10152,2025-04-09,1096,Mouse,North,5,25000,0.0,Credit Card,Accessories,125000.0,2025-04
10153,2025-04-08,1132,Headphones,South,2,50000,0.1,Debit Card,Accessories,90000.0,2025-04
10154,2025-05-07,1151,Monitor,West,5,1500,0.05,Credit Card,Electronics,7125.0,2025-05
10155,2025-06-17,1143,Monitor,South,2,1500,0.05,Net Banking,Electronics,2850.0,2025-06
10156,2025-03-21,1171,Monitor,East,5,1000,0.05,UPI,Electronics,4750.0,2025-03
10157,2025-10-21,1029,Headphones,South,1,1000,0.1,Net Banking,Accessories,900.0,2025-10
10158,2025-11-29,1036,Headphones,North,1,500,0.15,UPI,Accessories,425.0,2025-11
10159,2025-05-06,1013,Mouse,East,1,50000,0.1,Debit Card,Accessories,45000.0,2025-05
10160,2025-12-09,1160,Smartphone,West,1,25000,0.2,UPI,Electronics,20000.0,2025-12
10161,2025-11-06,1071,Mouse,North,1,50000,0.1,Credit Card,Accessories,45000.0,2025-11
10162,2025-05-30,1187,Keyboard,North,1,1500,0.05,Net Banking,Accessories,1425.0,2025-05
10163,2025-01-16,1086,Laptop,West,2,500,0.0,UPI,Electronics,1000.0,2025-01
10164,2025-01-28,1028,Monitor,West,4,5000,0.1,Net Banking,Electronics,18000.0,2025-01
10165,2025-06-22,1066,Smartphone,South,5,500,0.1,Debit Card,Electronics,2250.0,2025-06
10166,2025-02-15,1170,Laptop,East,1,10000,0.05,Debit Card,Electronics,9500.0,2025-02
10167,2025-11-24,1045,Smartphone,West,2,500,0.0,Credit Card,Electronics,1000.0,2025-11
10168,2025-08-24,1062,Smartwatch,West,2,50000,0.0,Debit Card,Wearables,100000.0,2025-08
10169,2025-08-02,1185,Smartwatch,East,2,10000,0.2,UPI,Wearables,16000.0,2025-08
10170,2025-03-26,1134,Tablet,West,4,10000,0.1,Debit Card,Electronics,36000.0,2025-03
10171,2025-10-09,1028,Smartwatch,West,5,10000,0.0,Credit Card,Wearables,50000.0,2025-10
10172,2025-08-20,1028,Mouse,South,4,5000,0.0,Net Banking,Accessories,20000.0,2025-08
10173,2025-03-26,1108,Smartwatch,North,3,500,0.15,Net Banking,Wearables,1275.0,2025-03
10174,2025-03-06,1044,Headphones,North,2,50000,0.15,Debit Card,Accessories,85000.0,2025-03
10175,2025-05-14,1084,Monitor,North,3,500,0.0,UPI,Electronics,1500.0,2025-05
10176,2025-05-31,1030,Mouse,North,1,5000,0.2,Credit Card,Accessories,4000.0,2025-05
10177,2025-04-25,1190,Laptop,West,1,1500,0.0,UPI,Electronics,1500.0,2025-04
10178,2025-03-05,1075,Tablet,East,4,1000,0.05,Credit Card,Electronics,3800.0,2025-03
10179,2025-12-09,1128,Tablet,East,5,50000,0.1,Debit Card,Electronics,225000.0,2025-12
10180,2025-12-29,1092,Tablet,South,3,50000,0.2,Credit Card,Electronics,120000.0,2025-12
10181,2025-12-18,1190,Laptop,South,5,500,0.05,Credit Card,Electronics,2375.0,2025-12
10182,2025-06-07,1129,Laptop,West,4,1000,0.2,Debit Card,Electronics,3200.0,2025-06
10183,2025-03-18,1121,Laptop,East,1,25000,0.05,UPI,Electronics,23750.0,2025-03
10184,2025-05-26,1027,Laptop,East,5,25000,0.1,Debit Card,Electronics,112500.0,2025-05
10185,2025-12-09,1190,Tablet,North,5,5000,0.1,Credit Card,Electronics,22500.0,2025-12
10186,2025-08-13,1121,Tablet,West,1,25000,0.15,Debit Card,Electronics,21250.0,2025-08
10187,2025-11-09,1116,Smartphone,West,3,50000,0.05,Credit Card,Electronics,142500.0,2025-11
10188,2025-04-13,1003,Mouse,North,1,25000,0.15,Debit Card,Accessories,21250.0,2025-04
10189,2025-12-13,1103,Monitor,West,5,1500,0.05,Net Banking,Electronics,7125.0,2025-12
10190,2025-10-28,1198,Smartwatch,West,3,1500,0.15,Net Banking,Wearables,3825.0,2025-10
10191,2025-03-29,1200,Smartwatch,South,3,1500,0.1,Debit Card,Wearables,4050.0,2025-03
10192,2025-10-30,1155,Headphones,East,1,25000,0.2,UPI,Accessories,20000.0,2025-10
10193,2025-06-17,1137,Tablet,West,5,5000,0.15,Credit Card,Electronics,21250.0,2025-06
10194,2025-06-19,1062,Headphones,South,4,10000,0.05,Net Banking,Accessories,38000.0,2025-06
10195,2025-05-15,1165,Mouse,East,5,10000,0.05,UPI,Accessories,47500.0,2025-05
10196,2025-02-19,1051,Mouse,North,2,1000,0.1,Credit Card,Accessories,1800.0,2025-02
10197,2025-12-06,1172,Headphones,South,4,10000,0.05,Net Banking,Accessories,38000.0,2025-12
10198,2025-12-13,1152,Tablet,South,3,10000,0.0,Net Banking,Electronics,30000.0,2025-12
10199,2025-05-14,1059,Headphones,East,4,1500,0.2,Debit Card,Accessories,4800.0,2025-05
10200,2025-12-13,1118,Smartwatch,North,3,1500,0.15,Credit Card,Wearables,3825.0,2025-12
10201,2025-05-17,1160,Smartphone,South,3,25000,0.2,UPI,Electronics,60000.0,2025-05
10202,2025-09-02,1096,Smartwatch,West,4,1000,0.1,UPI,Wearables,3600.0,2025-09
10203,2025-04-19,1180,Keyboard,West,3,500,0.15,UPI,Accessories,1275.0,2025-04
10204,2025-11-09,1113,Tablet,West,3,50000,0.15,Credit Card,Electronics,127500.0,2025-11
10205,2025-10-14,1062,Tablet,North,2,1000,0.0,UPI,Electronics,2000.0,2025-10
10206,2025-01-21,1186,Monitor,South,5,1000,0.1,UPI,Electronics,4500.0,2025-01
10207,2025-03-31,1052,Laptop,West,5,5000,0.05,UPI,Electronics,23750.0,2025-03
10208,2025-10-23,1012,Keyboard,North,2,25000,0.0,Debit Card,Accessories,50000.0,2025-10
10209,2025-04-22,1039,Mouse,West,4,5000,0.0,Debit Card,Accessories,20000.0,2025-04
10210,2025-10-28,1130,Tablet,East,1,1000,0.2,Credit Card,Electronics,800.0,2025-10
10211,2025-03-18,1131,Headphones,South,1,1000,0.2,Credit Card,Accessories,800.0,2025-03
10212,2025-06-26,1113,Keyboard,South,1,1000,0.2,UPI,Accessories,800.0,2025-06
10213,2025-12-09,1101,Monitor,North,2,10000,0.0,Debit Card,Electronics,20000.0,2025-12
10214,2025-05-28,1113,Mouse,North,2,50000,0.05,Net Banking,Accessories,95000.0,2025-05
10215,2025-04-11,1184,Laptop,South,3,50000,0.15,Net Banking,Electronics,127500.0,2025-04
10216,2025-09-03,1081,Laptop,West,1,5000,0.2,UPI,Electronics,4000.0,2025-09
10217,2025-04-27,1187,Monitor,West,4,1000,0.05,UPI,Electronics,3800.0,2025-04
10218,2025-04-02,1113,Monitor,East,4,50000,0.1,Debit Card,Electronics,180000.0,2025-04
10219,2025-01-28,1002,Headphones,West,1,1500,0.2,Debit Card,Accessories,1200.0,2025-01
10220,2025-01-25,1130,Tablet,North,1,50000,0.15,Debit Card,Electronics,42500.0,2025-01
10221,2025-02-27,1054,Laptop,North,1,25000,0.1,Credit Card,Electronics,22500.0,2025-02
10222,2025-10-24,1087,Mouse,West,2,25000,0.1,Credit Card,Accessories,45000.0,2025-10
10223,2025-05-14,1129,Keyboard,North,2,50000,0.15,UPI,Accessories,85000.0,2025-05
10224,2025-11-27,1147,Mouse,South,2,1500,0.2,Credit Card,Accessories,2400.0,2025-11
10225,2025-09-06,1126,Smartphone,South,5,25000,0.0,Debit Card,Electronics,125000.0,2025-09
10226,2025-02-07,1130,Smartphone,West,4,10000,0.15,Debit Card,Electronics,34000.0,2025-02
10227,2025-03-16,1053,Monitor,South,4,50000,0.15,Credit Card,Electronics,170000.0,2025-03
10228,2025-05-22,1172,Headphones,South,3,10000,0.15,Net Banking,Accessories,25500.0,2025-05
10229,2025-11-18,1160,Smartphone,East,2,50000,0.1,UPI,Electronics,90000.0,2025-11
10230,2025-06-17,1198,Laptop,East,5,500,0.05,Net Banking,Electronics,2375.0,2025-06
10231,2025-09-16,1160,Mouse,South,5,500,0.0,UPI,Accessories,2500.0,2025-09
10232,2025-12-21,1068,Mouse,West,4,500,0.2,Net Banking,Accessories,1600.0,2025-12
10233,2025-08-13,1183,Monitor,East,2,25000,0.2,Credit Card,Electronics,40000.0,2025-08
10234,2025-06-01,1184,Tablet,North,3,10000,0.05,UPI,Electronics,28500.0,2025-06
10235,2025-01-19,1123,Tablet,North,2,10000,0.15,UPI,Electronics,17000.0,2025-01
10236,2025-05-26,1145,Keyboard,North,1,10000,0.0,UPI,Accessories,10000.0,2025-05
10237,2025-08-29,1038,Monitor,West,2,1500,0.2,Debit Card,Electronics,2400.0,2025-08
10238,2025-12-10,1024,Smartwatch,South,1,10000,0.2,Debit Card,Wearables,8000.0,2025-12
10239,2025-08-25,1069,Keyboard,North,1,1500,0.15,Net Banking,Accessories,1275.0,2025-08
10240,2025-02-04,1116,Smartwatch,West,3,500,0.05,Credit Card,Wearables,1425.0,2025-02
10241,2025-07-09,1098,Tablet,East,4,500,0.0,Debit Card,Electronics,2000.0,2025-07
10242,2025-01-01,1198,Monitor,South,2,25000,0.05,UPI,Electronics,47500.0,2025-01
10243,2025-06-02,1139,Smartwatch,East,1,50000,0.05,Debit Card,Wearables,47500.0,2025-06
10244,2025-05-06,1144,Monitor,West,2,500,0.0,Credit Card,Electronics,1000.0,2025-05
10245,2025-12-11,1097,Monitor,North,4,50000,0.0,Debit Card,Electronics,200000.0,2025-12
10246,2025-08-14,1124,Tablet,North,4,50000,0.2,UPI,Electronics,160000.0,2025-08
10247,2025-08-09,1187,Keyboard,West,5,25000,0.2,Net Banking,Accessories,100000.0,2025-08
10248,2025-07-30,1070,Keyboard,North,4,1000,0.0,UPI,Accessories,4000.0,2025-07
10249,2025-01-25,1093,Monitor,South,3,1000,0.1,Credit Card,Electronics,2700.0,2025-01
10250,2025-01-16,1003,Smartphone,West,1,5000,0.2,Net Banking,Electronics,4000.0,2025-01
10251,2025-07-01,1148,Headphones,East,5,25000,0.1,Debit Card,Accessories,112500.0,2025-07
10252,2025-11-25,1187,Tablet,West,3,5000,0.0,Debit Card,Electronics,15000.0,2025-11
10253,2025-05-09,1164,Headphones,South,2,5000,0.2,Debit Card,Accessories,8000.0,2025-05
10254,2025-02-11,1147,Headphones,South,1,1000,0.05,Net Banking,Accessories,950.0,2025-02
10255,2025-12-02,1090,Keyboard,West,4,25000,0.0,UPI,Accessories,100000.0,2025-12
10256,2025-08-24,1195,Keyboard,West,1,1000,0.15,Net Banking,Accessories,850.0,2025-08
10257,2025-12-26,1147,Smartphone,North,2,5000,0.1,Net Banking,Electronics,9000.0,2025-12
10258,2025-02-03,1148,Headphones,South,5,25000,0.0,Credit Card,Accessories,125000.0,2025-02
10259,2025-12-11,1096,Headphones,West,5,5000,0.0,Net Banking,Accessories,25000.0,2025-12
10260,2025-02-14,1199,Monitor,West,5,10000,0.2,Debit Card,Electronics,40000.0,2025-02
10261,2025-05-14,1052,Keyboard,South,4,50000,0.2,UPI,Accessories,160000.0,2025-05
10262,2025-01-21,1161,Headphones,West,3,25000,0.2,UPI,Accessories,60000.0,2025-01
10263,2025-05-02,1168,Mouse,North,3,25000,0.15,UPI,Accessories,63750.0,2025-05
10264,2025-03-11,1128,Smartphone,South,1,50000,0.2,Debit Card,Electronics,40000.0,2025-03
10265,2025-12-18,1039,Smartwatch,North,4,5000,0.0,Debit Card,Wearables,20000.0,2025-12
10266,2025-12-27,1082,Mouse,North,5,10000,0.2,Debit Card,Accessories,40000.0,2025-12
10267,2025-02-17,1104,Mouse,North,5,1500,0.05,Debit Card,Accessories,7125.0,2025-02
10268,2025-02-08,1129,Smartwatch,North,2,50000,0.2,Debit Card,Wearables,80000.0,2025-02
10269,2025-10-14,1011,Tablet,South,2,1000,0.15,Net Banking,Electronics,1700.0,2025-10
10270,2025-01-10,1185,Tablet,North,5,5000,0.05,Debit Card,Electronics,23750.0,2025-01
10271,2025-01-30,1178,Smartphone,North,5,50000,0.0,Debit Card,Electronics,250000.0,2025-01
10272,2025-09-01,1151,Mouse,West,4,50000,0.0,Debit Card,Accessories,200000.0,2025-09
10273,2025-10-01,1159,Headphones,South,3,25000,0.1,Debit Card,Accessories,67500.0,2025-10
10274,2025-03-29,1042,Keyboard,South,2,1000,0.05,UPI,Accessories,1900.0,2025-03
10275,2025-09-01,1099,Smartphone,East,3,1000,0.1,Debit Card,Electronics,2700.0,2025-09
10276,2025-11-25,1007,Monitor,South,4,1000,0.05,Net Banking,Electronics,3800.0,2025-11
10277,2025-01-15,1144,Smartwatch,South,5,50000,0.05,Net Banking,Wearables,237500.0,2025-01
10278,2025-01-04,1090,Mouse,East,3,1500,0.15,Net Banking,Accessories,3825.0,2025-01
